text,weather_intent,action,aggregation,location,time
how duz the minimum temprature in pipalkani balagir compare with semilibencha from 1 am to 8 am?,TEMPERATURE_MIN,COMPARE,RAW,"[""pipalkani balagir"", ""semilibencha""]","[""1 am to 8 am""]"
Compare how windy Baggamdhoravalasa Vizianagaram Shohrok early morning,WIND_SPEED,COMPARE,RAW,"[""Baggamdhoravalasa Vizianagaram"", ""Shohrok""]","[""early morning""]"
Tel me moitsure in field nearby,SOIL_MOISTURE,GET,RAW,"[""nearby""]",[]
Let know if the grouud temp changes in Papri yesterday,SOIL_TEMPERATURE,ALERT,RAW,"[""Papri""]","[""yesterday""]"
"Clouds gap beween Bari, Ramgarh Shekhawati, Sikar, Rajasthan and Kolhapur this morning??",CLOUD_COVER,COMPARE,RAW,"[""Bari, Ramgarh Shekhawati, Sikar, Rajasthan"", ""Kolhapur""]","[""this morning""]"
whts wind flow direction in panyara khera on sunday,WIND_DIRECTION,GET,RAW,"[""panyara khera""]","[""sunday""]"
Typical weather update Panbari F.v. 2day,CURRENT_CONDITIONS,GET,AVG,"[""Panbari F.v.""]","[""2day""]"
"Chacne rain in Sadra, Betul and Patandadar this evening",RAIN,COMPARE,RAW,"[""Sadra"", ""Betul"", ""Patandadar""]","[""this evening""]"
"Pls tell me the humdity in Lad Bharol, Himachal Pradesh tomorrow morning",HUMIDITY,GET,RAW,"[""Lad Bharol, Himachal Pradesh""]","[""tomorrow morning""]"
is the solar exposure getting better or worse in khudra dingdingi?,SUNSHINE,GET,TREND,"[""khudra dingdingi""]",[]
"Between Candigarh and Bagbahra, where is the gusts stroiger around 9:54 AM?",WIND_SPEED,COMPARE,RAW,"[""Candigarh"", ""Bagbahra""]","[""9:54 AM""]"
When is the ground temp lowest Idappadi around 8:45 AM?,SOIL_TEMPERATURE,GET,MIN,"[""Idappadi""]","[""8:45 AM""]"
Give mitti ka taapmaan Kherli Chanddrawat,SOIL_TEMPERATURE,GET,RAW,"[""Kherli Chanddrawat""]",[]
set an alart for outside weather in kumarpur for the next 7 days,CURRENT_CONDITIONS,ALERT,RAW,"[""kumarpur""]","[""next 7 days""]"
Sarsand v/s Sarol wind blows from tomorrow night,WIND_DIRECTION,COMPARE,RAW,"[""Sarsand"", ""Sarol""]","[""tomorrow night""]"
Do you have the gusts data for Tarniya Khera this weekend pls,WIND_SPEED,GET,RAW,"[""Tarniya Khera""]","[""this weekend""]"
Upuate me on the soil temp in Alinjokuppam by midnight,SOIL_TEMPERATURE,GET,RAW,"[""Alinjokuppam""]","[""midnight""]"
"mtiti ka taapmaan badadunguripali or rudraprayag, uttarakhand",SOIL_TEMPERATURE,COMPARE,RAW,"[""badadunguripali"", ""rudraprayag, uttarakhand""]",[]
Avg temperaure now Poshina later today,TEMPERATURE,GET,AVG,"[""Poshina""]","[""later today""]"
Check the what's the weather like today kindly,CURRENT_CONDITIONS,GET,RAW,[],"[""today""]"
When is the sunlight hours highest in Raibeareli by midnight,SUNSHINE,GET,MAX,"[""Raibeareli""]","[""midnight""]"
"In Muhali Buzurg, what is how hot for the next 3 days?",TEMPERATURE,GET,RAW,"[""Muhali Buzurg""]","[""next 3 days""]"
"Between Parasigaria and Kazichak, which one looks better for rainfal?",RAIN,COMPARE,RAW,"[""Parasigaria"", ""Kazichak""]",[]
warn me about the wind heading by 4 pm,WIND_DIRECTION,ALERT,RAW,[],"[""4 pm""]"
"Rnfall in Panyara Khera, Tikamgarh: 7:20 am or 10:30 AM?",RAIN,COMPARE,RAW,"[""Panyara Khera, Tikamgarh""]","[""7:20 am"", ""10:30 AM""]"
Mamit v/s Mohni Khurd how cloudy,CLOUD_COVER,COMPARE,RAW,"[""Mamit"", ""Mohni Khurd""]",[]
"rn, compare the tempreture in talimapur and jammu and kashmir india",TEMPERATURE,COMPARE,RAW,"[""talimapur"", ""jammu and kashmir india""]","[""rn""]"
tel me ground temp in my vilage from 7 pm to 9:30 pm,SOIL_TEMPERATURE,GET,RAW,"[""my vilage""]","[""7 pm to 9:30 pm""]"
Ping me about the soil moisure asap,SOIL_MOISTURE,ALERT,RAW,[],[]
Chack the due point for both Nivari and Simri Sitanagar around 11 AM,DEW_POINT,COMPARE,RAW,"[""Nivari"", ""Simri Sitanagar""]","[""11 AM""]"
Any idea about the overnight temperature during the sowing week?,TEMPERATURE_MIN,GET,RAW,[],"[""sowing week""]"
I need the weatther ahead reading at 9:30 PM,FORECAST,GET,RAW,[],"[""9:30 PM""]"
tel me outlook from 1:30 am to 4 pm,FORECAST,GET,RAW,[],"[""1:30 am to 4 pm""]"
"Thinking of vsiiting Meod Begamwlai early morning, how is the maximum there?",TEMPERATURE_MAX,GET,RAW,"[""Meod Begamwlai""]","[""early morning""]"
"Warrn me aboout wind direction in Manuddnipur, Azamgarh now",WIND_DIRECTION,ALERT,RAW,"[""Manuddnipur, Azamgarh""]","[""now""]"
the forecast arond 8:45 AM in Hlpur?,FORECAST,GET,RAW,"[""Hlpur""]","[""8:45 AM""]"
Tell me the dewpoint temperature for Kmrakuchi early morning,DEW_POINT,GET,RAW,"[""Kmrakuchi""]","[""early morning""]"
Cummulaitve wind rate for Kasaapeta tomorrow evening,WIND_SPEED,GET,SUM,"[""Kasaapeta""]","[""tomorrow evening""]"
tell me if anything happens with wind inttensity in botad day after tomorrow,WIND_SPEED,ALERT,RAW,"[""botad""]","[""day after tomorrow""]"
put thnderstorm of supa against gandhinagar tmrw,RAIN,COMPARE,RAW,"[""supa"", ""gandhinagar""]","[""tmrw""]"
I am deciding between Turaon Patti and Mangalvedhe Solapur Maharashtra next week - whih has better heat level?,TEMPERATURE,COMPARE,RAW,"[""Turaon Patti"", ""Mangalvedhe Solapur Maharashtra""]","[""next week""]"
Can you keep eye on the weather stauts in Bakud Madhya Pradesh this week,CURRENT_CONDITIONS,ALERT,RAW,"[""Bakud Madhya Pradesh""]","[""this week""]"
"do you think the weather report in belsauna, lambhua will be ok from 10 am to 11 pm?",FORECAST,GET,RAW,"[""belsauna, lambhua""]","[""10 am to 11 pm""]"
"Compair the weekly waether between Nagla and Barauta, Nawada for the next 3 days",FORECAST,COMPARE,RAW,"[""Nagla"", ""Barauta, Nawada""]","[""next 3 days""]"
how is the future weather in malhiipur for the next 7 days?,FORECAST,GET,RAW,"[""malhiipur""]","[""next 7 days""]"
How much soil moisture at 10 m in total in Hatimunda on Sunday bro,SOIL_MOISTURE,GET,SUM,"[""Hatimunda""]","[""Sunday""]"
", what the wnd speed in pogalur, vellore?",WIND_SPEED,GET,RAW,"[""pogalur, vellore""]",[]
Lowest min temperature in Manipuur on Saturday,TEMPERATURE_MIN,GET,MIN,"[""Manipuur""]","[""Saturday""]"
"Beweeen Gundlakarthi and Kannur, Kerala, which one looks better min temprature tomorrow night",TEMPERATURE_MIN,COMPARE,RAW,"[""Gundlakarthi"", ""Kannur, Kerala""]","[""tomorrow night""]"
Send me an alert if the wind strength is unusual in Malhipur next week,WIND_SPEED,ALERT,RAW,"[""Malhipur""]","[""next week""]"
tell me if anything happens with the min temprature in gali bhimavaram vishakhapatnam by midnight,TEMPERATURE_MIN,ALERT,RAW,"[""gali bhimavaram vishakhapatnam""]","[""midnight""]"
"On Wednesday, what is the groud heat in my village?",SOIL_TEMPERATURE,GET,RAW,"[""my village""]","[""Wednesday""]"
Compiir the soil heat between Kerala and Kinaidih,SOIL_TEMPERATURE,COMPARE,RAW,"[""Kerala"", ""Kinaidih""]",[]
"Which is better for wind heading, Dakshin Panialguri or Mundla Chawal?",WIND_DIRECTION,COMPARE,RAW,"[""Dakshin Panialguri"", ""Mundla Chawal""]",[]
"Rasie alarm if the wether looks bad in Kuttadi, Kallakkurichi next month",CURRENT_CONDITIONS,ALERT,RAW,"[""Kuttadi, Kallakkurichi""]","[""next month""]"
"Which one should i pick for mitti ka taapmaan by 12 AM, Madani or Sitalpur Kakrahta?",SOIL_TEMPERATURE,COMPARE,RAW,"[""Madani"", ""Sitalpur Kakrahta""]","[""12 AM""]"
Warn me about the solar exposure in Tala Khedi by midnight,SUNSHINE,ALERT,RAW,"[""Tala Khedi""]","[""midnight""]"
let me know if there is a daily forecast alrt in samasarpur tonight,FORECAST,ALERT,RAW,"[""samasarpur""]","[""tonight""]"
"sir I am deciding between Madurai South and Bilarua, Bhatpar Rani, Deoria - whcih has better relative humidity?",HUMIDITY,COMPARE,RAW,"[""Madurai South"", ""Bilarua, Bhatpar Rani, Deoria""]",[]
"warrn me abut climate right now in madhaiganj, paschim barddhaman 2day",CURRENT_CONDITIONS,ALERT,RAW,"[""madhaiganj, paschim barddhaman""]","[""2day""]"
Is any week ahead forecast advisory issued for Panasi on Tuesday?,FORECAST,ALERT,RAW,"[""Panasi""]","[""Tuesday""]"
Flag the ground temperature in my feild 30 minutes,SOIL_TEMPERATURE,ALERT,RAW,"[""my feild""]","[""30 minutes""]"
"Comare the cloud percent in Lakshadweep, Laro Jammu And Kashmir and Bhitaha Gopalpur Belthara Road tomorrow evening",CLOUD_COVER,COMPARE,RAW,"[""Lakshadweep"", ""Laro Jammu And Kashmir"", ""Bhitaha Gopalpur Belthara Road""]","[""tomorrow evening""]"
"can you keep eye on the soil temperaature 10cm in jhagar pur, bighapur, unnao?",SOIL_TEMPERATURE,ALERT,RAW,"[""jhagar pur, bighapur, unnao""]",[]
raise alarm if the vaatavaranam looks bad in kiritbandha for the next 3 days,CURRENT_CONDITIONS,ALERT,RAW,"[""kiritbandha""]","[""next 3 days""]"
Show me the mitti ki nami in Jammu And Kashmir tomorrow evening,SOIL_MOISTURE,GET,RAW,"[""Jammu And Kashmir""]","[""tomorrow evening""]"
"I might be driving through Kheli Chandrawat on Monday, any chance of degree",TEMPERATURE,GET,RAW,"[""Kheli Chandrawat""]","[""Monday""]"
Strongest temprature in Yaval Maharashtra this evening kindly,TEMPERATURE,GET,MAX,"[""Yaval Maharashtra""]","[""this evening""]"
How much nami in toatl in Chalkusha day after tomorrow..,HUMIDITY,GET,SUM,"[""Chalkusha""]","[""day after tomorrow""]"
"Put the weather outlook at my location against Tupenga, Mainpur",FORECAST,COMPARE,RAW,"[""my location"", ""Tupenga, Mainpur""]",[]
Flag the soil moisure at 10 m in my feild this morning,SOIL_MOISTURE,ALERT,RAW,"[""my feild""]","[""this morning""]"
Warn me about the nighttime low here by 3:45 AM??,TEMPERATURE_MIN,ALERT,RAW,"[""here""]","[""3:45 AM""]"
message me the sunny in khamani,SUNSHINE,ALERT,RAW,"[""khamani""]",[]
"Whats the how is the weather like over in Ganganagar, Kamalpur, Dhalai at 7 pm?",CURRENT_CONDITIONS,GET,RAW,"[""Ganganagar, Kamalpur, Dhalai""]","[""7 pm""]"
Flag the soil temp,SOIL_TEMPERATURE,ALERT,RAW,[],[]
What is the predicted wind direction in Vizag tonight?,WIND_DIRECTION,GET,RAW,"[""Vizag""]","[""tonight""]"
"How does the rainfal in my vilage compare with Kampaniguma, Khariar by midnight?",RAIN,COMPARE,RAW,"[""my vilage"", ""Kampaniguma, Khariar""]","[""midnight""]"
plz pathangram ka highest temperatuie today right now,TEMPERATURE_MAX,GET,RAW,"[""pathangram""]","[""right now""]"
What is the maximum rainfol in Mokha Ka Tonk 2day?,RAIN,GET,MAX,"[""Mokha Ka Tonk""]","[""2day""]"
let me know if probability of rain changes in barbados on wednesday,RAIN,ALERT,RAW,"[""barbados""]","[""wednesday""]"
"I want to know if the coldest temeerature in Dwarikapur, Cuttack, Odisha is fine from 7 am to 9:30 pm",TEMPERATURE_MIN,GET,RAW,"[""Dwarikapur, Cuttack, Odisha""]","[""7 am to 9:30 pm""]"
How does the minimum in Simra Bhata Nivari Madhya Pradesh compaer with Samoa day after tomorrow,TEMPERATURE_MIN,COMPARE,RAW,"[""Simra Bhata Nivari Madhya Pradesh"", ""Samoa""]","[""day after tomorrow""]"
tell me if anything happens with the air temperature in par shibpur tomorrow evening,TEMPERATURE,ALERT,RAW,"[""par shibpur""]","[""tomorrow evening""]"
give minimum temrpature barwala on monday,TEMPERATURE_MIN,GET,RAW,"[""barwala""]","[""monday""]"
How is the hottest temperatuure tomorrow night?,TEMPERATURE_MAX,GET,RAW,[],"[""tomorrow night""]"
Is there any forecast warinng day after tomorrow?,FORECAST,ALERT,RAW,[],"[""day after tomorrow""]"
"Contrast the wind in Neelgarh Mal, Hrada betwin 10:06 am and 4:45 PM",WIND_SPEED,COMPARE,RAW,"[""Neelgarh Mal, Hrada""]","[""10:06 am"", ""4:45 PM""]"
Will it be sunnny Tarf Tajwal tomorrow?,SUNSHINE,GET,RAW,"[""Tarf Tajwal""]","[""tomorrow""]"
the hours of sunlight in my feild from 10 AM to 11 am,SUNSHINE,GET,RAW,"[""my feild""]","[""10 AM to 11 am""]"
strongest ground temperature maurabandhi 2nite,SOIL_TEMPERATURE,GET,MAX,"[""maurabandhi""]","[""2nite""]"
there any dewpoit warning next weekend,DEW_POINT,ALERT,RAW,[],"[""next weekend""]"
"Whihc is better for how hot, Kurod or Timmarajapram?",TEMPERATURE,COMPARE,RAW,"[""Kurod"", ""Timmarajapram""]",[]
"We might go to Chhailai Jaigr Ashoknagar or Kungayi this weekend, how does the soil moisture 40cm compare sir",SOIL_MOISTURE,COMPARE,RAW,"[""Chhailai Jaigr Ashoknagar"", ""Kungayi""]","[""this weekend""]"
Flag the taapmaan for Maunath Bhanjan by 7:20 am,TEMPERATURE,ALERT,RAW,"[""Maunath Bhanjan""]","[""7:20 am""]"
warn me when the fiald goes dry in jujuy,SOIL_MOISTURE,ALERT,RAW,"[""jujuy""]",[]
Weakest chance of rain in Sarsand in 49 minutes,RAIN,GET,MIN,"[""Sarsand""]","[""49 minutes""]"
Contrast the relative moisture nearby with Piparia Ehamali around 9:54 AM,HUMIDITY,COMPARE,RAW,"[""nearby"", ""Piparia Ehamali""]","[""9:54 AM""]"
Compaare humidiy level at my place with Sheopur on Tuesday,HUMIDITY,COMPARE,RAW,"[""my place"", ""Sheopur""]","[""Tuesday""]"
"I want to be told if the temperature now turns bad in Belsauna, Lambhua tomorrow morning",TEMPERATURE,ALERT,RAW,"[""Belsauna, Lambhua""]","[""tomorrow morning""]"
I want to know the rainy in Badehar Alias Dehan this week,RAIN,GET,RAW,"[""Badehar Alias Dehan""]","[""this week""]"
How strong are the winds in Honolulu?,WIND_SPEED,GET,RAW,"[""Honolulu""]",[]
Compare the humiidy in my feild with Birshapur,HUMIDITY,COMPARE,RAW,"[""my feild"", ""Birshapur""]",[]
Let me know if the field moisture changes in Danout around 12:30 PM,SOIL_MOISTURE,ALERT,RAW,"[""Danout""]","[""12:30 PM""]"
"Lowest soil temperature at 10cm Pakaria Kalan, Chata",SOIL_TEMPERATURE,GET,MIN,"[""Pakaria Kalan, Chata""]",[]
"From 5:16 AM to 9 pm, alert me abot the coldet in Naysatra",TEMPERATURE_MIN,ALERT,RAW,"[""Naysatra""]","[""5:16 AM to 9 pm""]"
I want to be told if the sunny hoours turns bad in Sadullhpur around 1:30 pm,SUNSHINE,ALERT,RAW,"[""Sadullhpur""]","[""1:30 pm""]"
i have an outdoor plan in achharaund at 9:30 pm - what the humid?,HUMIDITY,GET,RAW,"[""achharaund""]","[""9:30 pm""]"
We are heading to Sarol Himachal Pradesh on Saturday - what is the drizzle looking like?,RAIN,GET,RAW,"[""Sarol Himachal Pradesh""]","[""Saturday""]"
Any idea what the bdaal does in Moolathara tommorow?,CLOUD_COVER,GET,RAW,"[""Moolathara""]","[""tommorow""]"
What is the cloud cover percentage in London today?,CLOUD_COVER,GET,RAW,"[""London""]","[""today""]"
Is Khonhanpur or Malegaon the safer bet for weather prediction for the next 3 days?,FORECAST,COMPARE,RAW,"[""Khonhanpur"", ""Malegaon""]","[""next 3 days""]"
Comprae the air moiisture at my place with Bentalpur day after tomorow,HUMIDITY,COMPARE,RAW,"[""my place"", ""Bentalpur""]","[""day after tomorow""]"
I want to be told if the upcoming forecats turns bad in Teklpahad on Tuesday,FORECAST,ALERT,RAW,"[""Teklpahad""]","[""Tuesday""]"
Watch the night temperature for me in Zinner for the next 7 days,TEMPERATURE_MIN,ALERT,RAW,"[""Zinner""]","[""next 7 days""]"
Compare the dewponit temparature in my field with Konijerla Khammam tomorrow night,DEW_POINT,COMPARE,RAW,"[""my field"", ""Konijerla Khammam""]","[""tomorrow night""]"
"Hey, can you check the outside weather for Hiramandalam on Saturday quickly",CURRENT_CONDITIONS,GET,RAW,"[""Hiramandalam""]","[""Saturday""]"
Any idea what the os bindu does in Bhadvan by 9:45 pm?,DEW_POINT,GET,RAW,"[""Bhadvan""]","[""9:45 pm""]"
will the clotehs dry in sulemanpur later today?,SUNSHINE,GET,RAW,"[""sulemanpur""]","[""later today""]"
Tell me if anything hapens with the humidity percentage in Nizzamabad Town next week,HUMIDITY,ALERT,RAW,"[""Nizzamabad Town""]","[""next week""]"
budhakhamana and nizamabad town weathre now day after tomorrow,CURRENT_CONDITIONS,COMPARE,RAW,"[""budhakhamana"", ""nizamabad town""]","[""day after tomorrow""]"
"between londa and pura ruchai, which one looks better for overnight low by 12 pm?",TEMPERATURE_MIN,COMPARE,RAW,"[""londa"", ""pura ruchai""]","[""12 pm""]"
Put the cloed percentage of Gorasa against Dediya by 7:20 am,CLOUD_COVER,COMPARE,RAW,"[""Gorasa"", ""Dediya""]","[""7:20 am""]"
"kindly want alert for solar radiation in gadbadia, sheikhpura from 1 am to 8 am",SUNSHINE,ALERT,RAW,"[""gadbadia, sheikhpura""]","[""1 am to 8 am""]"
Alrt me if ground temperature changes in Naaynagar during the sowing week,SOIL_TEMPERATURE,ALERT,RAW,"[""Naaynagar""]","[""sowing week""]"
Put the wind velocity of Seembianallur against Bhadvan 2day,WIND_SPEED,COMPARE,RAW,"[""Seembianallur"", ""Bhadvan""]","[""2day""]"
"Can you check whether Par Shbpur, West Bengal be better than Vadi for raining from 9:43 am to 1 PM",RAIN,COMPARE,RAW,"[""Par Shbpur, West Bengal"", ""Vadi""]","[""9:43 am to 1 PM""]"
Flag the dew point temp nearby,DEW_POINT,ALERT,RAW,"[""nearby""]",[]
Is Peeploond or Boocha Gara the safer bet for ground moisture tomorrow morning,SOIL_MOISTURE,COMPARE,RAW,"[""Peeploond"", ""Boocha Gara""]","[""tomorrow morning""]"
Want alrt for how cold in Gwodanahalli,TEMPERATURE,ALERT,RAW,"[""Gwodanahalli""]",[]
alrt me if air moistture changes in tola khuranda,HUMIDITY,ALERT,RAW,"[""tola khuranda""]",[]
How is the sun duration in my feild tmrw?,SUNSHINE,GET,RAW,"[""my feild""]","[""tmrw""]"
srtongest extended forecast in sadar from 7 pm to 9:30 pm,FORECAST,GET,MAX,"[""sadar""]","[""7 pm to 9:30 pm""]"
"Can you check whethr Gourdih, Puruliya will be better than Itapua peak temperature?",TEMPERATURE_MAX,COMPARE,RAW,"[""Gourdih, Puruliya"", ""Itapua""]",[]
panasi ka feels like tmeperature in the next 4 hours?!,TEMPERATURE,GET,RAW,"[""panasi""]","[""next 4 hours""]"
"Thinking of visiting Hinauti, how is the humdity there asap",HUMIDITY,GET,RAW,"[""Hinauti""]",[]
Flag the sunlite day after tomorrow,SUNSHINE,ALERT,RAW,[],"[""day after tomorrow""]"
Warn me about strong winds in Mampur tomorrow,WIND_SPEED,ALERT,RAW,"[""Mampur""]","[""tomorrow""]"
"Compare Bangaliyou and Chikhli, Seoni, Madhya Pradesh peak temparature",TEMPERATURE_MAX,COMPARE,RAW,"[""Bangaliyou"", ""Chikhli, Seoni, Madhya Pradesh""]",[]
", alet me the soil water content in Meod Begamwali",SOIL_MOISTURE,ALERT,RAW,"[""Meod Begamwali""]",[]
reminder for sunshien argentina at 7 pm,SUNSHINE,ALERT,RAW,"[""argentina""]","[""7 pm""]"
"long range forcast in merakamudidma, neora and achharaund uttarpradesh",FORECAST,COMPARE,RAW,"[""merakamudidma"", ""neora"", ""achharaund uttarpradesh""]",[]
Tell me if anything happens with the moisture in field in Nibheri on Wednesday,SOIL_MOISTURE,ALERT,RAW,"[""Nibheri""]","[""Wednesday""]"
Want to know soil temperature at 40cm Niyamoopur next week,SOIL_TEMPERATURE,GET,RAW,"[""Niyamoopur""]","[""next week""]"
I want to know the soil moisture at 10cm in Chaura right now,SOIL_MOISTURE,GET,RAW,"[""Chaura""]","[""right now""]"
Comapre the forecast at my place with Saiheda next month,FORECAST,COMPARE,RAW,"[""my place"", ""Saiheda""]","[""next month""]"
"Temperature now in Nagapattinam, Tamil Nadu, Daramli, Idar, Sabar Kantha and Maslandapur 2nite",TEMPERATURE,COMPARE,RAW,"[""Nagapattinam, Tamil Nadu"", ""Daramli, Idar, Sabar Kantha"", ""Maslandapur""]","[""2nite""]"
"ping me about the badal in tada, potti sriramulu nellore rn",CLOUD_COVER,ALERT,RAW,"[""tada, potti sriramulu nellore""]","[""rn""]"
Flag the dew point temperature in my farm for the next 7 days,DEW_POINT,ALERT,RAW,"[""my farm""]","[""next 7 days""]"
Give humudity percenntage Manikpara around 11 AM,HUMIDITY,GET,RAW,"[""Manikpara""]","[""11 AM""]"
Is any soil heat advisory issued Malhawani Shivpuri Madhya Pradesh from 9 AM to 11 AM?,SOIL_TEMPERATURE,ALERT,RAW,"[""Malhawani Shivpuri Madhya Pradesh""]","[""9 AM to 11 AM""]"
copare the weather situation nearby with bharmal jattan on friday,CURRENT_CONDITIONS,COMPARE,RAW,"[""nearby"", ""bharmal jattan""]","[""friday""]"
tel me ground temp around 9:54 am,SOIL_TEMPERATURE,GET,RAW,[],"[""9:54 am""]"
"Check the precipitaiton amount for both Mahalmirya Dongar, Pen and Ghusrum from 1 AM to 8 AM",RAIN,COMPARE,RAW,"[""Mahalmirya Dongar, Pen"", ""Ghusrum""]","[""1 AM to 8 AM""]"
Could you let me know the gusts in Bijaynagr later today?,WIND_SPEED,GET,RAW,"[""Bijaynagr""]","[""later today""]"
"Give me the highest temperature today for Supa, Raigarh at 10:14 PM",TEMPERATURE_MAX,GET,RAW,"[""Supa, Raigarh""]","[""10:14 PM""]"
